userId,displayName,userUrl,joinDate,joinTime,comp_tier,dataset_tier,notebook_tier,discuss_tier,final_tier,comp_currentRanking,dataset_currentRanking,notebook_currentRanking,discuss_currentRanking,comp_points,dataset_points,notebook_points,discuss_points,comp_GoldMedals,comp_SilverMedals,comp_BronzeMedals,dataset_GoldMedals,dataset_SilverMedals,dataset_BronzeMedals,notebook_GoldMedals,notebook_SilverMedals,notebook_BronzeMedals,discuss_GoldMedals,discuss_SilverMedals,discuss_BronzeMedals
6437,Oswaldo Ludwig,/oswaldoludwig,17-02-2011,19:02:47,3,Unranked,Unranked,Unranked,3,9670,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
23123,Jacob_M,/jacobm,14-11-2011,12:43.9,3,Unranked,Unranked,Unranked,3,9671,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
27339,Furinkazan,/fuurinkazan,18-12-2011,00:35.0,3,Unranked,Unranked,Unranked,3,9672,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
37958,andrew,/andrewchou,04-04-2012,31:33.5,2,Unranked,Unranked,Unranked,2,9673,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
51591,evgenyk,/evgenykovalenko,30-07-2012,39:47.7,3,Unranked,Unranked,Unranked,3,9674,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
53054,GWdata,/gwdata,17-08-2012,47:28.7,3,Unranked,Unranked,Unranked,3,9675,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
57992,Analytic Bastard,/analyticbastard,09-09-2012,45:45.1,2,Unranked,Unranked,Unranked,2,9676,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
60786,How Jing,/howjing,30-09-2012,48:51.3,3,Unranked,Unranked,Unranked,3,9677,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160138,Derek Larson,/dereklarson,27-01-2014,55:21.4,3,Unranked,Unranked,Unranked,3,9678,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
161355,ductoan0503,/ductoan0503,01-02-2014,43:23.5,2,Unranked,Unranked,Unranked,2,9679,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
208291,Iris,/zjjxsjh,15-06-2014,13:09.5,3,Unranked,Unranked,Unranked,3,9680,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
209974,mmyers,/mmyers,23-06-2014,12:01.5,3,Unranked,Unranked,Unranked,3,9681,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
212368,Maksud,/maksudi,29-06-2014,52:40.9,3,Unranked,Unranked,Unranked,3,9682,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
213468,Stumpy,/felkelbh,03-07-2014,15:09.4,3,Unranked,Unranked,Unranked,3,9683,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
442956,Ehsan Saghapour,/saghapour,14-10-2015,10:45.5,3,Unranked,Unranked,Unranked,3,9684,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
825737,hatfieldm48,/hatfieldm48,06-12-2016,54:48.3,3,Unranked,Unranked,Unranked,3,9685,Unranked,Unranked,Unranked,17,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1300,Brian Elwell,/brianelwell,15-06-2010,22:07:36,2,Unranked,Unranked,Unranked,2,9686,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,1,5,6,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3139,Maxim Shatskiy,/maximshatskiy,03-10-2010,21:29:28,3,Unranked,Unranked,Unranked,3,9687,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
19583,chausler,/chausler,01-11-2011,55:56.6,2,Unranked,Unranked,Unranked,2,9688,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,2,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
25954,Yin Zhu,/blackswift,06-12-2011,48:30.0,2,Unranked,Unranked,Unranked,2,9689,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,2,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
31434,liwo liht,/liwoliht,10-02-2012,17:05.4,3,Unranked,Unranked,Unranked,3,9690,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,3,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
43166,Daqi Ji,/jidaqi,16-05-2012,50:57.1,3,Unranked,Unranked,Unranked,3,9691,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,1,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
66134,Rainman,/rainman,27-10-2012,44:28.5,3,Unranked,Unranked,Unranked,3,9692,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
75538,Vijay Desai,/vijayvd,14-12-2012,43:51.1,3,Unranked,Unranked,Unranked,3,9693,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,2,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
75957,caimin,/caimin,16-12-2012,45:12.1,3,Unranked,Unranked,Unranked,3,9694,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
79034,crcstr,/btamasi,06-01-2013,39:04.7,3,Unranked,Unranked,Unranked,3,9695,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
84641,Vitaliy Krasko,/vitaliykrasko,11-02-2013,43:47.0,3,Unranked,Unranked,Unranked,3,9696,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
85913,Xingyuan Yuan,/xingyuanyuan,19-02-2013,54:29.3,3,Unranked,Unranked,Unranked,3,9697,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
95255,Thibaud Sénéchal,/thibaudsenechal,13-04-2013,52:24.0,3,Unranked,Unranked,Unranked,3,9698,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
97640,Madison May,/madisonmay,25-04-2013,20:26.5,3,Unranked,Unranked,Unranked,3,9699,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
101211,Xuan Liu,/xuanliu,15-05-2013,22:50.4,3,Unranked,Unranked,Unranked,3,9700,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
112242,Mineaholic,/geojgs,28-06-2013,17:50.6,3,Unranked,Unranked,Unranked,3,9701,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
123523,gavinmh,/gavinmh,02-09-2013,57:25.5,3,Unranked,Unranked,Unranked,3,9702,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
161272,anonymous13,/anonymous13,01-02-2014,52:05.9,3,Unranked,Unranked,Unranked,3,9703,Unranked,Unranked,Unranked,16,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2562,Alejandro Dubrovsky,/alejandrodubrovsky,25-08-2010,09:33:19,3,Unranked,Unranked,Unranked,3,9704,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2687,jmalicki,/jmalicki,30-08-2010,19:43:08,2,Unranked,Unranked,Unranked,2,9705,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
14835,shallybu,/shallybu,18-08-2011,33:41.3,3,Unranked,Unranked,Unranked,3,9706,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
16054,Victorus,/victorus,02-09-2011,29:10.0,3,Unranked,Unranked,Unranked,3,9707,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
16260,codeexpress,/codeexpress,10-09-2011,40:48.4,2,Unranked,Unranked,Unranked,2,9708,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,2,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
21206,avine,/andrewvine,05-11-2011,26:24.1,3,Unranked,Unranked,Unranked,3,9709,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,1,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
38700,Nicolas,/nicolas38700,11-04-2012,32:13.1,3,Unranked,Unranked,Unranked,3,9710,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
40236,blackjack,/luz1988,19-04-2012,30:27.5,2,Unranked,Unranked,Unranked,2,9711,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
58299,Jacopo Hirschstein,/jacopohirschstein,12-09-2012,33:16.0,3,Unranked,Unranked,Unranked,3,9712,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
71256,Josh Vredevoogd,/cleverless,27-11-2012,59:36.1,3,Unranked,Unranked,Unranked,3,9713,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
81649,ssh,/shulgin,22-01-2013,47:40.6,3,Unranked,Unranked,Unranked,3,9714,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
88951,Marc,/mbatty,08-03-2013,56:12.7,3,Unranked,Unranked,Unranked,3,9715,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
90923,Amélie Rolland,/amelierolland,21-03-2013,37:17.1,3,Unranked,Unranked,Unranked,3,9716,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
94670,Nancy R.,/nancyr,12-04-2013,47:59.1,3,Unranked,Unranked,Unranked,3,9717,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
127857,Kai Zhou,/zkfairytale,24-09-2013,54:52.1,3,Unranked,Unranked,Unranked,3,9718,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
232375,Finlay Maguire,/finlaymaguire,02-09-2014,29:56.0,3,Unranked,Unranked,Unranked,3,9719,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
232380,dragos,/dragos1,02-09-2014,54:36.4,3,Unranked,Unranked,Unranked,3,9720,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
236770,Sunu A,/sunu3848,16-09-2014,01:08.1,3,Unranked,Unranked,Unranked,3,9721,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
236894,Suraj Rajappan,/surajrajappan,16-09-2014,59:23.3,3,Unranked,Unranked,Unranked,3,9722,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
246185,Volker Strobel,/pold87,09-10-2014,56:47.3,3,Unranked,Unranked,Unranked,3,9723,Unranked,Unranked,Unranked,15,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
443,Donald Wedding,/dwedding,27-03-2010,19:54:11,3,Unranked,Unranked,Unranked,3,9724,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1718,Emily Y. Lu,/largeradish,08-07-2010,18:23:23,3,Unranked,Unranked,Unranked,3,9725,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3271,RWeThereYet,/scottl,14-10-2010,16:53:11,3,Unranked,Unranked,Unranked,3,9726,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4733,M&M Partners,/mmpartners,10-12-2010,04:24:01,3,Unranked,Unranked,Unranked,3,9727,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5485,Y. Li,/datacooking,22-01-2011,11:53:10,3,Unranked,Unranked,Unranked,3,9728,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6673,Blazej Wieliczko,/bwieliczko,01-03-2011,23:22:00,2,Unranked,Unranked,Unranked,2,9729,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,1,0,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6873,Karan Sarao,/karansarao,14-03-2011,08:13:41,3,Unranked,Unranked,Unranked,3,9730,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
10793,Daria,/daria10793,11-05-2011,50:33.0,3,Unranked,Unranked,Unranked,3,9731,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
13054,Daniel McNamara,/dpmcna,11-07-2011,38:18.4,3,Unranked,Unranked,Unranked,3,9732,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
14985,Nicholas Hamilton,/adpowers,21-08-2011,03:19.9,3,Unranked,Unranked,Unranked,3,9733,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
19619,anamnesis,/anamnesis,02-11-2011,22:08.1,2,Unranked,Unranked,Unranked,2,9734,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
19962,fmeyer,/fmeyer,03-11-2011,05:48.3,3,Unranked,Unranked,Unranked,3,9735,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
27919,thebusyant,/thebusyant,27-12-2011,09:42.0,3,Unranked,Unranked,Unranked,3,9736,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
28959,Navin K,/navink,09-01-2012,12:53.2,3,Unranked,Unranked,Unranked,3,9737,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
33505,ECNUCS,/ecnucs,01-03-2012,22:03.5,3,Unranked,Unranked,Unranked,3,9738,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
34058,kngv,/sgkngv,05-03-2012,22:56.0,3,Unranked,Unranked,Unranked,3,9739,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
34420,akaSmitty,/akasmitty,07-03-2012,20:13.7,3,Unranked,Unranked,Unranked,3,9740,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
43943,Fluttershy,/fluttershy0,25-05-2012,02:48.0,2,Unranked,Unranked,Unranked,2,9741,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,1,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
50741,tjs_,/tedj7890,20-07-2012,39:12.1,3,Unranked,Unranked,Unranked,3,9742,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
65755,knulp79,/knulp79,26-10-2012,47:07.6,3,Unranked,Unranked,Unranked,3,9743,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
88637,John W.,/johnw1,06-03-2013,37:39.3,3,Unranked,Unranked,Unranked,3,9744,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
90753,Kristina Barkume,/kristinabarkume,20-03-2013,05:56.9,2,Unranked,Unranked,Unranked,2,9745,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
92513,Alec Y.,/alecy92513,31-03-2013,56:02.2,2,Unranked,Unranked,Unranked,2,9746,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
129353,Kellen Blumberg,/kellenblumberg,30-09-2013,18:27:11,2,Unranked,Unranked,Unranked,2,9747,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
129706,James Groeneveld,/cptplanet,02-10-2013,59:16.8,2,Unranked,Unranked,Unranked,2,9748,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
139831,bull,/pjbull,10-11-2013,17:36.7,2,Unranked,Unranked,Unranked,2,9749,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
154822,Alexander Franks,/alexanderfranks,02-01-2014,00:39.9,2,Unranked,Unranked,Unranked,2,9750,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160538,Sherrie Wang,/sherrie,29-01-2014,03:00.9,2,Unranked,Unranked,Unranked,2,9751,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160542,Arne Zeising,/arnezeising,29-01-2014,13:45.0,2,Unranked,Unranked,Unranked,2,9752,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160543,Eduardo Lopez,/edulop,29-01-2014,16:22.4,2,Unranked,Unranked,Unranked,2,9753,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160544,Chris Mueller,/chrismueller0,29-01-2014,16:30.9,2,Unranked,Unranked,Unranked,2,9754,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
160546,Andrew Reece,/andrewreece,29-01-2014,16:53.1,2,Unranked,Unranked,Unranked,2,9755,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
161601,Fatoumata,/fatoumata,03-02-2014,22:57.0,2,Unranked,Unranked,Unranked,2,9756,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
161675,zhou14,/zhou14,03-02-2014,16:25.6,2,Unranked,Unranked,Unranked,2,9757,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
161949,Aaron Kaufman,/aaronkaufman,04-02-2014,49:34.0,2,Unranked,Unranked,Unranked,2,9758,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
185609,namir_K,/namilkim,12-04-2014,21:41.5,3,Unranked,Unranked,Unranked,3,9759,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
194802,denis,/denis11,11-05-2014,20:24.0,3,Unranked,Unranked,Unranked,3,9760,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
239550,sava,/savadata,23-09-2014,44:15.8,3,Unranked,Unranked,Unranked,3,9761,Unranked,Unranked,Unranked,14,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
417,maxqld,/maxqld,20-02-2010,08:34:07,3,Unranked,Unranked,Unranked,3,9762,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3987,David Ma,/madavidj,24-11-2010,17:42:28,3,Unranked,Unranked,Unranked,3,9763,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
8931,musically_ut,/musicallyut,06-04-2011,53:26.3,3,Unranked,Unranked,Unranked,3,9764,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,0,0,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
9846,BJG,/bjg9846,16-04-2011,19:34.7,3,Unranked,Unranked,Unranked,3,9765,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
13240,Keith T. Herring,/keiththerring,14-07-2011,41:31.7,2,Unranked,Unranked,Unranked,2,9766,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,2,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
16337,Yogurt,/yogurt,13-09-2011,11:24.7,3,Unranked,Unranked,Unranked,3,9767,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
20599,imonike,/imonike,04-11-2011,02:10.4,3,Unranked,Unranked,Unranked,3,9768,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
26968,Adriano Azevedo-Filho,/adrianoazevedofilho,14-12-2011,54:27.9,2,Unranked,Unranked,Unranked,2,9769,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,1,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
28932,Spiros Paraskevas,/spirosparaskevas,08-01-2012,05:40.5,2,Unranked,Unranked,Unranked,2,9770,Unranked,Unranked,Unranked,13,Unranked,Unranked,Unranked,1,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
29522,Jose Berengueres,/harriken,14-01-2012,21:14.2,2,3,3,3,2,9771,1043,3336,2485,13,8,15,6,1,3,0,0,1,2,1,1,4,0,2,71
