userId,displayName,userUrl,joinDate,joinTime,comp_tier,dataset_tier,notebook_tier,discuss_tier,final_tier,comp_currentRanking,dataset_currentRanking,notebook_currentRanking,discuss_currentRanking,comp_points,dataset_points,notebook_points,discuss_points,comp_GoldMedals,comp_SilverMedals,comp_BronzeMedals,dataset_GoldMedals,dataset_SilverMedals,dataset_BronzeMedals,notebook_GoldMedals,notebook_SilverMedals,notebook_BronzeMedals,discuss_GoldMedals,discuss_SilverMedals,discuss_BronzeMedals
5688805,HONG LIHANG,/honglihang,28-08-2020,13:41.4,3,Unranked,Unranked,Unranked,3,756,Unranked,Unranked,Unranked,11828,Unranked,Unranked,Unranked,0,2,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1501521,oliver,/ollibolli,17-12-2017,07:58.5,3,Unranked,3,3,3,757,Unranked,1113,596,11817,Unranked,82,125,0,0,2,Unranked,Unranked,Unranked,0,0,10,1,8,86
1360119,myaun,/haradataman,25-10-2017,46:33.2,3,Unranked,Unranked,Unranked,3,758,Unranked,Unranked,Unranked,11807,Unranked,Unranked,Unranked,0,7,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3121738,Cakey,/cakeisgood,22-04-2019,24:35.5,2,Unranked,Unranked,Unranked,2,759,Unranked,Unranked,Unranked,11807,Unranked,Unranked,Unranked,2,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4359632,Atharva Ingle,/atharvaingle,21-01-2020,38:36.7,3,3,3,3,3,760,760,1742,393,11793,19,52,192,0,2,2,0,1,2,0,2,5,5,8,135
1109229,Hikkiiiiiiiii,/wochidadonggua,05-06-2017,11:15.1,1,Unranked,Unranked,3,1,761,Unranked,Unranked,1697,11775,Unranked,Unranked,34,5,2,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,5,7,41
875482,Rinat,/trytolose,20-01-2017,21:59.7,2,Unranked,Unranked,Unranked,2,762,Unranked,Unranked,Unranked,11765,Unranked,Unranked,Unranked,3,5,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4264487,cafe au lait,/blendy2019,30-12-2019,47:57.2,3,Unranked,Unranked,Unranked,3,763,Unranked,Unranked,Unranked,11760,Unranked,Unranked,Unranked,0,0,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
493601,Cl_ev,/cl2ev1,25-12-2015,22:15.5,2,Unranked,Unranked,Unranked,2,764,Unranked,Unranked,Unranked,11723,Unranked,Unranked,Unranked,2,1,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
603233,Jian Xu,/haoren,03-05-2016,51:54.5,3,Unranked,Unranked,Unranked,3,765,Unranked,Unranked,Unranked,11721,Unranked,Unranked,Unranked,1,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1019365,mrkmakr,/mrkmakr,12-04-2017,26:14.8,2,Unranked,Unranked,Unranked,2,766,Unranked,Unranked,Unranked,11707,Unranked,Unranked,Unranked,1,8,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3108186,James Howard,/jamesphoward,18-04-2019,24:41.9,3,Unranked,Unranked,3,3,767,Unranked,Unranked,472,11699,Unranked,Unranked,159,2,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,10,26,81
1059370,TianyuZhu,/zhutianyucs,05-05-2017,14:31.5,3,Unranked,Unranked,Unranked,3,768,Unranked,Unranked,Unranked,11697,Unranked,Unranked,Unranked,0,5,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5567620,wagege,/syzong,03-08-2020,05:27.1,2,Unranked,Unranked,Unranked,2,769,Unranked,Unranked,Unranked,11691,Unranked,Unranked,Unranked,2,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
651378,adityasinha,/adityakumarsinha,29-06-2016,33:06.4,2,Unranked,Unranked,Unranked,2,770,Unranked,Unranked,Unranked,11690,Unranked,Unranked,Unranked,2,19,7,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1490082,Raghawendra Singh,/raghaw,12-12-2017,42:47.5,2,3,3,3,2,771,999,1262,384,11686,10,72,198,1,5,11,0,0,3,1,6,5,18,13,115
124822,Rischan Mafrur,/rischan,08-09-2013,52:26.6,3,Unranked,Unranked,Unranked,3,772,Unranked,Unranked,Unranked,11645,Unranked,Unranked,Unranked,0,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
210994,Ayman Khalafallah,/aymankh,26-06-2014,54:52.2,3,Unranked,Unranked,Unranked,3,773,Unranked,Unranked,Unranked,11636,Unranked,Unranked,Unranked,0,2,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4759954,housuke,/horsek,28-03-2020,19:42.7,3,Unranked,Unranked,Unranked,3,774,Unranked,Unranked,Unranked,11633,Unranked,Unranked,Unranked,0,7,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
257777,Masoud Farivar,/engenious,13-11-2014,28:31.8,2,Unranked,Unranked,Unranked,2,775,Unranked,Unranked,Unranked,11631,Unranked,Unranked,Unranked,2,7,8,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4207941,Ed Yanakov,/edyanakov,15-12-2019,21:17.1,3,Unranked,Unranked,Unranked,3,776,Unranked,Unranked,Unranked,11622,Unranked,Unranked,Unranked,0,3,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
833757,Olga Ivanova,/olgaiv39,12-12-2016,15:49.0,3,Unranked,Unranked,Unranked,3,777,Unranked,Unranked,Unranked,11618,Unranked,Unranked,Unranked,0,1,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1060408,TY.Yang,/tianyiy,06-05-2017,31:26.5,3,Unranked,Unranked,Unranked,3,778,Unranked,Unranked,Unranked,11617,Unranked,Unranked,Unranked,0,3,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3261009,NeoneoLeo,/niuniu3412,23-05-2019,16:01.8,3,Unranked,Unranked,Unranked,3,779,Unranked,Unranked,Unranked,11594,Unranked,Unranked,Unranked,0,3,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
536790,Aimoldin Anuar [dsmlkz] ,/sneddy,23-02-2016,08:27.5,2,Unranked,Unranked,Unranked,2,780,Unranked,Unranked,Unranked,11575,Unranked,Unranked,Unranked,3,6,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
200720,Rishiraj Acharya,/rishirajacharya,25-05-2014,34:51.1,2,Unranked,3,3,2,781,Unranked,629,281,11570,Unranked,143,251,1,3,1,Unranked,Unranked,Unranked,1,2,7,11,6,68
6583481,Keith-Yang,/richardzy,24-01-2021,28:48.5,2,Unranked,Unranked,Unranked,2,782,Unranked,Unranked,Unranked,11564,Unranked,Unranked,Unranked,1,2,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1894505,Tim Yee,/teeyee314,08-05-2018,42:03.5,2,Unranked,3,3,2,783,Unranked,1501,299,11558,Unranked,61,237,1,5,2,Unranked,Unranked,Unranked,0,2,7,15,19,286
4584420,ToMo,/tomohiroh,01-03-2020,32:02.9,3,Unranked,3,Unranked,3,784,Unranked,1102,Unranked,11551,Unranked,83,Unranked,0,1,4,Unranked,Unranked,Unranked,1,3,5,Unranked,Unranked,Unranked
1153892,JJShadow,/rvslight,04-07-2017,25:36.0,2,Unranked,Unranked,Unranked,2,785,Unranked,Unranked,Unranked,11549,Unranked,Unranked,Unranked,1,5,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5812255,Miss Qiu,/liuhaixu,20-09-2020,17:24.0,3,Unranked,Unranked,Unranked,3,786,Unranked,Unranked,Unranked,11539,Unranked,Unranked,Unranked,0,2,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3458972,algernone,/chamecall,13-07-2019,48:47.9,3,Unranked,3,Unranked,3,787,Unranked,1002,Unranked,11534,Unranked,91,Unranked,2,0,0,Unranked,Unranked,Unranked,1,3,2,Unranked,Unranked,Unranked
4171548,Nin7a1,/nin7a1,08-12-2019,51:41.6,3,Unranked,Unranked,Unranked,3,788,Unranked,Unranked,Unranked,11530,Unranked,Unranked,Unranked,0,5,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
455315,AbhilashVJ,/abh001,30-10-2015,28:17.6,3,Unranked,Unranked,Unranked,3,789,Unranked,Unranked,Unranked,11529,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2423437,codefluence,/codefluence,29-10-2018,57:01.1,3,Unranked,Unranked,Unranked,3,790,Unranked,Unranked,Unranked,11520,Unranked,Unranked,Unranked,1,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
820904,Wilmer Henao,/verracodeguacas,02-12-2016,59:07.7,3,Unranked,3,3,3,791,Unranked,1373,364,11515,Unranked,66,205,0,2,3,Unranked,Unranked,Unranked,0,2,4,3,11,115
1622856,u++,/sishihara,09-02-2018,20:06.2,2,Unranked,2,3,2,792,Unranked,284,561,11511,Unranked,283,133,1,5,2,Unranked,Unranked,Unranked,4,10,20,17,13,123
1062256,PC Jimmmy,/pcjimmmy,07-05-2017,07:42.8,3,Unranked,Unranked,3,3,793,Unranked,Unranked,133,11498,Unranked,Unranked,497,0,2,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,14,34,655
1445662,Ilya Novoselskiy,/ilya9711nov,25-11-2017,14:02.4,2,Unranked,Unranked,Unranked,2,794,Unranked,Unranked,Unranked,11487,Unranked,Unranked,Unranked,1,2,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3529940,Sal,/sakaisakai,31-07-2019,04:20.1,3,Unranked,Unranked,Unranked,3,795,Unranked,Unranked,Unranked,11470,Unranked,Unranked,Unranked,0,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1780483,bturan19,/bturan19,02-04-2018,59:12.6,3,Unranked,3,Unranked,3,796,Unranked,1472,Unranked,11465,Unranked,62,Unranked,1,1,0,Unranked,Unranked,Unranked,0,1,5,Unranked,Unranked,Unranked
532347,Ruslan Baikulov,/romul0212,18-02-2016,33:40.9,1,Unranked,Unranked,Unranked,1,797,Unranked,Unranked,Unranked,11461,Unranked,Unranked,Unranked,5,5,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2549056,Ricky,/losveria,28-11-2018,56:33.5,2,Unranked,Unranked,Unranked,2,798,Unranked,Unranked,Unranked,11427,Unranked,Unranked,Unranked,1,2,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6643950,tarokd,/tarokd,02-02-2021,19:08.0,3,Unranked,Unranked,Unranked,3,799,Unranked,Unranked,Unranked,11425,Unranked,Unranked,Unranked,1,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
682501,Yiheng Wang,/yiheng,09-08-2016,58:46.4,2,Unranked,3,2,2,800,Unranked,463,246,11404,Unranked,189,286,5,11,3,Unranked,Unranked,Unranked,3,1,1,27,30,151
1214785,cold_star,/a406161167,14-08-2017,13:53.8,3,Unranked,Unranked,Unranked,3,801,Unranked,Unranked,Unranked,11374,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3838005,Javu,/x2x21x21x21,10-10-2019,33:18.2,3,Unranked,Unranked,Unranked,3,802,Unranked,Unranked,Unranked,11370,Unranked,Unranked,Unranked,1,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2647692,calpis10000,/calpis10000,25-12-2018,09:11.7,3,Unranked,Unranked,Unranked,3,803,Unranked,Unranked,Unranked,11358,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2058044,Gopi Durgaprasad,/gopidurgaprasad,10-07-2018,48:56.7,3,Unranked,2,3,2,804,Unranked,325,1569,11347,Unranked,253,39,0,5,4,Unranked,Unranked,Unranked,3,10,17,2,4,65
1311081,ishtos,/tiginkgo,04-10-2017,47:17.5,2,Unranked,Unranked,Unranked,2,805,Unranked,Unranked,Unranked,11339,Unranked,Unranked,Unranked,1,7,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
833052,Eric Vos,/a45632,12-12-2016,04:13.9,3,Unranked,3,3,3,806,Unranked,3725,2297,11300,Unranked,6,14,0,5,10,Unranked,Unranked,Unranked,0,1,5,0,1,70
3868230,Egor Borisov,/egorborisov1,16-10-2019,22:19.3,3,Unranked,Unranked,Unranked,3,807,Unranked,Unranked,Unranked,11294,Unranked,Unranked,Unranked,0,4,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
7154759,Yamame🐟,/tyaiga,11-04-2021,12:10.8,2,Unranked,Unranked,Unranked,2,808,Unranked,Unranked,Unranked,11262,Unranked,Unranked,Unranked,1,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
9464013,RICEDYS,/leehann,22-01-2022,06:18.2,3,Unranked,Unranked,Unranked,3,809,Unranked,Unranked,Unranked,11259,Unranked,Unranked,Unranked,1,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
556875,maverick,/sahil711,14-03-2016,42:29.5,2,Unranked,Unranked,Unranked,2,810,Unranked,Unranked,Unranked,11253,Unranked,Unranked,Unranked,1,3,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
8163878,motono0223,/motono0223,17-08-2021,54:20.1,3,Unranked,Unranked,Unranked,3,811,Unranked,Unranked,Unranked,11238,Unranked,Unranked,Unranked,0,1,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
43621,Li-Der,/liderchang,21-05-2012,14:45.5,2,Unranked,Unranked,Unranked,2,812,Unranked,Unranked,Unranked,11232,Unranked,Unranked,Unranked,3,22,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1349917,Priyanshu Kumar,/kpriyanshu256,21-10-2017,59:14.7,3,Unranked,Unranked,Unranked,3,813,Unranked,Unranked,Unranked,11211,Unranked,Unranked,Unranked,0,8,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3168899,Wonjun Park🏆,/wonjunpark,02-05-2019,36:06.4,3,Unranked,3,3,3,814,Unranked,2796,828,11208,Unranked,26,90,0,1,3,Unranked,Unranked,Unranked,0,0,6,6,7,51
4229783,Keisuke Chikami,/keisukechikami,19-12-2019,05:38.8,3,Unranked,Unranked,Unranked,3,815,Unranked,Unranked,Unranked,11199,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
8376085,Rensi Chen,/rensichen,17-09-2021,55:30.5,3,Unranked,Unranked,Unranked,3,816,Unranked,Unranked,Unranked,11198,Unranked,Unranked,Unranked,1,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
174091,Tyler Ransom,/tyleransom,14-03-2014,05:27.1,3,Unranked,Unranked,Unranked,3,817,Unranked,Unranked,Unranked,11154,Unranked,Unranked,Unranked,0,3,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5116959,Ivan Aerlic,/ivanaerlic,18-05-2020,01:04.0,2,Unranked,Unranked,Unranked,2,818,Unranked,Unranked,Unranked,11152,Unranked,Unranked,Unranked,1,4,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1183600,Atanas Atanasov,/atanasova,24-07-2017,07:51.6,2,Unranked,Unranked,Unranked,2,819,Unranked,Unranked,Unranked,11133,Unranked,Unranked,Unranked,2,24,9,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
523715,KJ,/whitelily,08-02-2016,55:41.6,3,Unranked,Unranked,Unranked,3,820,Unranked,Unranked,Unranked,11118,Unranked,Unranked,Unranked,1,0,5,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6735218,Fritz Cremer,/fritzcremer,16-02-2021,12:18.0,3,Unranked,Unranked,3,3,821,Unranked,Unranked,227,11093,Unranked,Unranked,312,0,1,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,10,18,87
1195173,ggsddu,/tianshuaifei,01-08-2017,42:16.8,2,Unranked,Unranked,Unranked,2,822,Unranked,Unranked,Unranked,11070,Unranked,Unranked,Unranked,3,8,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2336958,Meng Di,/hughshaoqz,08-10-2018,23:18.4,2,Unranked,Unranked,Unranked,2,823,Unranked,Unranked,Unranked,11067,Unranked,Unranked,Unranked,4,6,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
296134,Vladimir Larin,/vlarine,18-02-2015,30:36.1,2,Unranked,Unranked,Unranked,2,824,Unranked,Unranked,Unranked,11035,Unranked,Unranked,Unranked,2,10,19,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
170170,Eureka,/pengyan,28-02-2014,23:47.6,1,Unranked,Unranked,Unranked,1,825,Unranked,Unranked,Unranked,11033,Unranked,Unranked,Unranked,23,28,6,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5690165,Sciencehorizen,/sciencehorizen,28-08-2020,14:30.2,3,Unranked,Unranked,Unranked,3,826,Unranked,Unranked,Unranked,11029,Unranked,Unranked,Unranked,0,0,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
139343,Nick Sergievskiy,/nicksergievskiy,08-11-2013,45:20.5,2,Unranked,Unranked,Unranked,2,827,Unranked,Unranked,Unranked,11026,Unranked,Unranked,Unranked,5,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1813490,Neo Zhao,/laplaceplanet,12-04-2018,20:48.4,3,Unranked,Unranked,Unranked,3,828,Unranked,Unranked,Unranked,10986,Unranked,Unranked,Unranked,0,6,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4723300,Yoshio Sugiyama,/imokuri,23-03-2020,32:01.1,3,Unranked,Unranked,Unranked,3,829,Unranked,Unranked,Unranked,10984,Unranked,Unranked,Unranked,1,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
505747,anokas,/anokas,16-01-2016,02:01.3,1,3,2,2,1,830,684,550,640,10963,21,162,116,9,11,4,2,0,2,14,9,12,41,63,286
3269785,shyjin,/shyjin,25-05-2019,15:44.0,3,Unranked,Unranked,Unranked,3,831,Unranked,Unranked,Unranked,10961,Unranked,Unranked,Unranked,0,3,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6365268,Joseph Gesnouin,/josephjzk,11-12-2020,18:20.1,3,Unranked,Unranked,Unranked,3,832,Unranked,Unranked,Unranked,10940,Unranked,Unranked,Unranked,0,1,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6374505,woody285,/woody285,13-12-2020,00:51.5,2,Unranked,Unranked,Unranked,2,833,Unranked,Unranked,Unranked,10937,Unranked,Unranked,Unranked,2,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
9585729,Yosuke Shinya,/shinya7y,05-02-2022,02:43.9,3,Unranked,Unranked,Unranked,3,834,Unranked,Unranked,Unranked,10912,Unranked,Unranked,Unranked,0,1,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2728242,DeepUnderstanding,/mrinath,21-01-2019,13:35.1,3,Unranked,3,3,3,835,Unranked,1014,79,10878,Unranked,90,697,1,1,0,Unranked,Unranked,Unranked,0,2,10,22,25,416
164867,Tom57,/thomastilli,11-02-2014,41:51.2,2,Unranked,Unranked,Unranked,2,836,Unranked,Unranked,Unranked,10866,Unranked,Unranked,Unranked,3,9,9,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2624774,Kyle Peters,/petersk20,18-12-2018,11:06.6,2,Unranked,Unranked,3,2,837,Unranked,Unranked,338,10841,Unranked,Unranked,216,1,2,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,7,12,157
2435391,podsyp,/podsyp,01-11-2018,07:38.4,3,3,3,3,3,838,754,2338,1497,10801,19,36,42,0,1,5,0,0,9,0,1,11,1,1,117
4374979,Rakesh P Tiwari,/rakeshptiwari,23-01-2020,14:45.1,3,Unranked,Unranked,Unranked,3,839,Unranked,Unranked,Unranked,10785,Unranked,Unranked,Unranked,1,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6285410,IIDA,/shunyaiida,01-12-2020,41:03.7,3,Unranked,Unranked,Unranked,3,840,Unranked,Unranked,Unranked,10782,Unranked,Unranked,Unranked,0,2,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
454169,Aman Kapoor,/aman1391,28-10-2015,29:39.8,3,Unranked,Unranked,3,3,841,Unranked,Unranked,630,10781,Unranked,Unranked,118,0,8,8,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,2,4,106
836846,Gena,/gdonchyts,15-12-2016,49:33.4,3,Unranked,Unranked,Unranked,3,842,Unranked,Unranked,Unranked,10759,Unranked,Unranked,Unranked,0,1,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2540799,Antoniu Gugu,/antoniu,26-11-2018,52:19.9,2,Unranked,Unranked,Unranked,2,843,Unranked,Unranked,Unranked,10735,Unranked,Unranked,Unranked,1,3,3,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4470695,LearningNN,/koheishima,11-02-2020,53:26.0,3,Unranked,Unranked,Unranked,3,844,Unranked,Unranked,Unranked,10728,Unranked,Unranked,Unranked,1,0,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5376761,Dannykm,/dannykm,27-06-2020,02:56.8,3,Unranked,Unranked,Unranked,3,845,Unranked,Unranked,Unranked,10712,Unranked,Unranked,Unranked,1,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
6602377,maze508,/toxicmaze,27-01-2021,00:54.4,3,Unranked,Unranked,Unranked,3,846,Unranked,Unranked,Unranked,10687,Unranked,Unranked,Unranked,0,1,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
88922,Pietro Marinelli,/pietromarinelli,08-03-2013,16:35.3,3,Unranked,Unranked,Unranked,3,847,Unranked,Unranked,Unranked,10682,Unranked,Unranked,Unranked,0,16,20,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
369212,DavidGbodiOdaibo,/godaibo,16-06-2015,37:47.6,1,Unranked,Unranked,3,1,848,Unranked,Unranked,2258,10678,Unranked,Unranked,15,5,13,11,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,4,7,79
1528571,Bibek,/bibek777,03-01-2018,50:44.9,2,Unranked,3,2,2,849,Unranked,1468,231,10659,Unranked,62,303,1,3,4,Unranked,Unranked,Unranked,1,8,4,44,43,215
3811088,Alexis Gassmann,/tarandro,05-10-2019,34:39.5,3,Unranked,Unranked,Unranked,3,850,Unranked,Unranked,Unranked,10655,Unranked,Unranked,Unranked,0,2,6,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
649893,MachineLP,/machinelp,27-06-2016,11:52.7,2,Unranked,Unranked,Unranked,2,851,Unranked,Unranked,Unranked,10652,Unranked,Unranked,Unranked,1,6,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
297456,Vitaly Kudelya,/vitalykudelya,19-02-2015,05:20.8,3,Unranked,Unranked,Unranked,3,852,Unranked,Unranked,Unranked,10650,Unranked,Unranked,Unranked,0,2,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
5438906,paradoxg,/koukinn,09-07-2020,18:40.8,3,Unranked,Unranked,Unranked,3,853,Unranked,Unranked,Unranked,10638,Unranked,Unranked,Unranked,0,6,6,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2022010,Yusuke Oshiro,/oshiroy,26-06-2018,16:19.9,3,Unranked,Unranked,Unranked,3,854,Unranked,Unranked,Unranked,10633,Unranked,Unranked,Unranked,0,4,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
9360537,Composure,/yankuoaaagmailcom,10-01-2022,34:20.0,2,Unranked,Unranked,Unranked,2,855,Unranked,Unranked,Unranked,10629,Unranked,Unranked,Unranked,1,2,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
4795351,T. Morimura,/takeshimorimura,02-04-2020,25:19.3,3,Unranked,Unranked,Unranked,3,856,Unranked,Unranked,Unranked,10627,Unranked,Unranked,Unranked,0,1,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1039385,HyeongChan Kim,/kozistr,24-04-2017,39:53.4,3,3,Unranked,Unranked,3,857,435,Unranked,Unranked,10614,35,Unranked,Unranked,0,5,2,0,0,4,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
1271585,Basil,/basilh,16-09-2017,30:50.4,2,Unranked,Unranked,Unranked,2,858,Unranked,Unranked,Unranked,10598,Unranked,Unranked,Unranked,1,3,2,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
3617078,Tsai29,/xiejialun,24-08-2019,54:22.8,2,Unranked,3,3,2,859,Unranked,2390,502,10562,Unranked,35,151,1,5,3,Unranked,Unranked,Unranked,0,3,7,10,13,169
4753471,Dream,/linwei9,27-03-2020,03:49.0,3,Unranked,Unranked,Unranked,3,860,Unranked,Unranked,Unranked,10560,Unranked,Unranked,Unranked,1,1,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
2351804,Mikhail Gurevich,/mgurevich,11-10-2018,04:49.8,3,Unranked,Unranked,Unranked,3,861,Unranked,Unranked,Unranked,10532,Unranked,Unranked,Unranked,0,3,1,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
